sessions_per_week,avg_session_duration_min,daily_active_minutes,feature_clicks_per_session,notifications_opened_per_week,in_app_search_count,pages_viewed_per_session,crash_events_last_30_days,support_tickets_raised,days_since_last_login,ads_clicked_last_30_days,content_downloads,social_shares,engagement_score,account_age_days
6,26.44,77.06,15,8,5,15,1,0,24,4,3,2,80.37,612
13,10.66,37.37,10,6,4,19,1,0,16,8,2,1,70.52,1084
13,11.3,65.6,5,8,2,15,0,0,11,2,2,2,71.69,715
6,7.22,64.54,16,4,1,9,1,0,26,2,3,1,64.96,245
9,28.77,55.61,11,3,7,3,0,0,38,5,2,1,74.03,153
12,3.3,52.64,10,3,1,5,0,0,32,4,2,2,57.58,856
6,2.77,32.3,13,4,2,11,0,0,42,4,1,1,43.48,103
9,29.07,42.96,13,9,4,23,0,0,44,8,6,0,48.58,452
9,7.02,36.41,9,3,4,4,1,0,4,3,0,1,65.43,943
10,18.8,13.44,11,9,2,16,0,0,2,5,7,2,69.34,493
10,27.09,43.61,6,3,5,4,1,1,23,4,4,5,53.27,576
4,23.85,55.08,14,3,7,17,0,0,18,6,7,2,65.9,610
5,4.73,34.36,14,6,6,7,1,0,28,10,10,2,51.44,235
9,0.37,62.49,12,4,5,16,0,0,12,3,1,4,71.24,507
8,11.29,53.19,11,7,3,24,1,0,34,5,1,2,41.03,1087
6,20.49,18.75,8,3,5,16,0,1,40,8,1,2,75.96,450
9,39.0,21.76,11,10,2,11,1,0,23,8,3,2,80.02,1110
9,4.4,64.55,10,5,5,13,2,0,25,5,3,2,44.54,498
8,8.95,53.25,17,7,6,13,0,0,18,9,2,3,65.23,167
11,7.74,52.31,19,3,3,4,0,0,1,6,7,1,67.44,543
12,20.95,41.33,12,4,3,5,0,0,34,6,7,1,42.92,11
10,24.64,47.18,12,7,5,3,0,0,31,4,2,4,72.22,734
11,5.58,32.18,16,7,3,13,0,0,23,7,3,3,89.91,840
9,8.82,28.47,12,9,6,23,1,0,25,7,3,4,65.93,799
8,7.02,47.37,13,3,4,21,2,0,23,6,3,2,85.75,967
5,4.09,67.59,8,2,5,8,1,0,36,4,1,3,25.16,576
13,16.39,70.13,10,2,3,21,0,0,21,4,4,0,61.77,191
6,14.75,45.84,11,9,6,14,1,0,25,10,0,2,56.93,280
7,37.51,47.88,7,2,8,14,0,0,26,7,4,0,52.13,919
5,7.93,5.0,9,5,3,3,0,0,11,5,3,3,40.05,1017
13,13.84,79.97,10,5,6,9,1,0,25,3,2,0,60.31,601
9,19.09,23.24,12,6,3,8,1,0,0,6,2,2,71.93,1051
14,10.9,80.14,12,10,6,15,0,0,5,4,2,1,38.11,190
11,1.54,22.95,10,4,3,23,0,0,43,6,4,3,58.43,1019
5,5.22,64.47,8,4,6,18,0,0,35,1,1,1,65.08,592
11,20.43,31.66,9,4,3,22,0,0,33,4,6,6,41.32,1150
8,13.44,56.4,10,4,2,18,1,0,35,3,1,2,48.35,965
9,17.56,36.59,9,4,3,7,1,0,40,10,3,2,49.93,956
9,13.51,22.79,9,7,3,24,1,0,22,10,5,1,72.95,889
8,10.89,35.0,8,4,7,23,0,0,28,4,4,5,52.77,848
11,2.64,53.35,17,6,3,12,0,0,4,9,1,3,85.06,1033
6,15.46,67.49,14,5,4,9,0,0,7,7,4,2,47.4,1046
10,11.57,58.95,11,4,7,11,1,0,27,4,4,3,89.07,30
5,11.32,60.96,10,3,2,24,0,0,14,6,3,3,52.22,971
1,12.85,59.39,8,8,4,7,1,0,3,5,2,1,65.62,48
8,20.14,64.13,6,10,2,3,0,0,6,9,3,2,79.85,933
6,12.85,54.23,14,5,5,3,0,1,3,10,2,0,56.12,567
9,14.28,38.88,15,3,3,9,0,0,28,7,5,2,84.95,520
9,3.25,33.24,16,2,6,3,0,0,0,4,2,0,70.15,983
7,21.6,46.47,17,3,0,21,0,0,15,2,2,8,68.77,733
5,8.15,21.6,13,4,6,17,0,0,28,7,2,4,69.14,443
8,0.67,12.44,6,1,4,20,0,0,0,2,3,0,55.12,1110
5,8.64,42.71,14,5,2,8,0,0,9,4,4,2,60.2,308
6,13.33,20.94,16,3,3,11,0,0,24,5,4,3,66.92,709
10,2.18,33.72,24,4,2,15,0,0,11,8,6,1,83.79,596
7,6.51,51.91,12,7,6,6,0,0,12,3,6,3,72.84,695
7,8.1,37.29,16,5,2,6,2,0,24,6,0,1,85.04,1140
6,9.79,18.76,13,4,6,24,1,0,27,4,2,1,65.67,1011
8,1.72,41.47,16,2,3,16,0,0,0,5,3,3,48.46,1139
11,12.82,66.19,13,7,3,21,0,0,28,5,2,1,36.17,723
8,2.68,49.21,11,8,5,24,0,0,28,5,3,1,48.86,987
9,3.6,47.11,11,9,4,16,0,0,42,4,2,1,45.7,851
6,5.97,54.98,13,4,3,20,1,0,39,8,0,1,53.23,1180
11,7.62,18.21,14,1,4,8,0,0,42,5,8,2,87.01,743
8,3.22,22.96,9,5,3,18,0,1,13,8,1,2,75.14,1157
5,23.67,37.37,16,3,7,24,0,1,19,9,0,0,65.2,612
6,17.92,14.3,10,3,5,3,0,0,21,7,1,2,65.28,94
6,9.38,51.97,8,2,2,16,0,0,8,13,2,1,74.28,687
8,10.89,17.82,13,8,4,7,3,1,11,7,3,3,70.81,241
7,9.57,45.87,17,5,1,4,1,0,6,4,4,3,47.6,632
6,25.03,42.06,10,2,3,19,2,0,1,8,4,0,82.11,923
12,23.49,38.25,11,4,7,14,0,2,44,6,3,1,68.61,114
8,24.67,61.66,13,6,2,10,0,0,31,3,0,1,58.08,981
14,1.71,59.07,12,5,6,14,0,1,44,5,7,5,60.67,30
9,17.16,45.07,10,4,8,16,2,0,2,8,3,2,72.81,583
8,3.01,22.39,12,5,2,18,0,0,29,9,2,2,46.88,618
9,1.73,43.71,15,4,4,13,0,1,1,3,3,3,66.41,425
9,19.23,61.34,15,4,4,20,1,1,42,3,0,4,51.0,102
7,4.33,46.07,11,9,3,16,0,0,24,9,3,4,68.4,837
7,45.84,42.42,9,5,4,4,0,0,26,6,0,2,69.96,1024
8,2.25,65.22,19,9,4,19,2,0,32,6,2,0,74.35,583
11,14.71,56.55,11,5,4,7,2,0,17,7,4,3,43.21,1007
9,26.22,30.5,13,3,2,11,0,0,33,12,2,1,69.79,325
5,14.28,38.66,10,4,2,18,1,0,43,7,1,2,52.37,941
7,11.42,90.97,15,8,3,4,0,0,38,7,3,1,60.85,125
6,9.1,42.99,16,7,3,11,0,0,6,5,1,0,78.86,143
18,22.28,70.19,13,2,4,12,1,0,11,7,2,2,65.43,40
6,11.74,32.03,18,7,6,17,0,0,6,6,3,4,53.21,79
8,9.19,42.52,10,4,1,18,0,0,25,2,6,1,55.18,1127
7,8.96,67.63,6,3,2,10,0,1,15,8,4,3,75.03,674
6,7.37,54.95,14,3,6,24,0,0,26,9,2,2,79.78,723
12,5.63,45.12,15,8,7,14,0,0,34,10,3,2,28.78,141
10,33.82,10.91,9,3,7,5,1,1,22,5,1,4,70.93,512
11,2.85,6.39,12,8,7,11,0,1,22,4,2,0,83.47,28
9,18.31,29.03,10,2,6,7,1,0,41,9,6,0,80.44,923
11,23.6,39.1,15,2,7,21,0,0,15,4,5,1,56.81,889
5,3.55,51.61,11,5,4,18,0,1,39,8,0,1,87.05,411
8,1.55,65.44,14,5,2,13,0,0,0,6,1,4,72.03,499
10,6.61,38.68,7,5,5,10,0,1,42,5,3,1,81.73,16
10,13.62,45.05,11,6,6,6,0,0,21,5,5,2,84.51,610
7,9.25,45.02,11,4,5,9,0,0,12,4,7,0,34.98,506
6,10.15,39.81,11,5,7,20,0,0,18,7,1,2,45.45,457
7,43.09,52.36,16,3,3,18,0,0,5,11,3,2,71.2,304
5,15.3,39.01,12,6,3,18,0,0,11,7,2,2,49.81,342
6,7.55,33.44,7,3,3,17,1,0,32,5,4,3,59.19,1134
6,5.41,42.04,11,3,5,4,0,0,18,6,2,5,92.79,680
10,10.07,68.42,9,5,3,23,0,0,18,11,4,2,39.04,327
13,1.42,10.93,10,0,3,22,1,0,39,8,1,1,66.47,527
13,1.33,36.74,15,4,5,14,0,0,43,7,4,1,59.29,840
8,25.44,105.87,18,3,3,10,0,0,27,6,5,2,79.26,85
6,8.24,54.84,17,5,5,9,0,0,15,3,1,3,61.14,686
8,10.51,35.51,11,7,4,8,1,0,3,7,3,4,89.39,1036
6,0.97,65.07,13,8,7,12,0,0,7,7,4,3,63.31,693
5,22.33,59.78,7,10,4,18,0,1,25,6,2,1,68.13,307
12,9.49,71.87,12,6,1,3,0,0,21,10,0,4,44.0,767
6,4.25,40.54,13,3,5,5,0,0,0,5,1,1,100.0,971
5,9.05,48.44,11,3,5,18,0,0,42,2,1,3,75.59,1116
5,14.94,81.03,11,6,3,13,0,0,27,2,6,2,72.48,1160
9,1.77,52.47,13,0,3,15,0,0,39,7,3,3,57.31,257
4,2.6,30.16,9,2,2,9,0,0,13,4,1,2,64.66,925
5,6.36,79.02,8,1,2,9,1,0,32,4,2,1,75.71,739
6,44.54,29.48,9,3,0,8,0,0,7,7,6,2,100.0,14
8,29.82,36.49,6,5,6,18,0,0,14,1,4,1,97.73,291
6,9.09,41.02,13,10,2,15,0,0,12,9,3,5,64.92,1042
9,5.04,35.91,12,5,2,20,1,0,34,5,2,2,57.08,670
7,5.12,52.29,20,3,4,24,0,0,14,8,4,3,56.42,655
7,16.27,53.34,9,4,4,10,0,0,43,6,4,2,79.42,782
6,5.64,51.61,12,5,3,17,0,0,23,4,2,3,83.6,62
5,14.38,26.23,7,9,2,7,1,1,0,12,3,4,86.67,1160
9,12.12,63.89,13,7,3,13,0,0,21,10,2,3,69.48,523
8,11.97,40.51,8,4,3,10,0,0,43,7,1,0,47.15,143
11,17.62,52.54,20,2,2,21,2,0,4,5,5,1,79.84,977
10,3.1,62.39,18,3,8,6,1,0,35,14,3,2,84.76,800
7,4.49,55.77,9,1,8,7,0,0,3,9,3,4,60.12,147
9,26.29,106.11,21,5,5,24,0,1,30,8,3,2,76.65,61
15,3.96,39.78,21,7,6,18,0,0,27,8,3,1,71.67,1020
7,1.1,63.13,13,1,5,24,1,0,0,8,1,1,64.31,500
5,11.84,65.02,9,5,5,13,0,0,20,9,2,1,81.55,139
8,7.4,26.27,9,6,2,6,0,0,18,2,0,3,70.15,708
2,9.25,48.22,5,6,4,11,0,1,23,3,9,1,60.32,158
12,2.72,59.91,9,5,2,18,0,0,0,3,3,1,65.59,355
5,2.07,60.8,8,6,6,7,0,0,37,4,4,1,62.85,567
8,4.73,57.57,10,4,5,23,0,0,27,5,1,3,82.1,1017
3,4.04,20.87,13,3,6,21,0,0,39,3,7,0,74.02,835
12,11.5,26.07,8,7,6,18,0,1,38,11,5,1,68.97,1052
7,28.61,63.1,10,7,2,17,1,1,12,5,3,2,54.38,697
6,7.39,26.81,9,5,3,4,0,1,36,8,2,4,63.94,143
15,30.11,34.9,11,7,6,9,0,0,17,10,3,1,82.77,884
7,21.39,78.33,13,3,5,5,1,0,12,7,2,2,44.93,812
9,9.08,25.88,12,3,2,14,0,0,24,5,7,0,75.53,401
8,6.97,49.53,12,5,3,17,1,0,8,6,0,1,61.76,627
9,7.89,57.84,15,3,1,12,1,0,23,6,2,4,38.67,720
7,24.12,64.05,21,6,4,15,0,0,5,6,2,2,94.8,22
9,27.3,38.16,15,6,0,21,0,0,22,5,5,4,56.65,898
6,1.69,41.0,10,7,2,17,1,0,2,8,2,2,61.58,618
4,5.21,36.99,13,1,5,6,1,0,42,2,2,2,88.64,1003
5,7.33,84.71,9,3,5,17,1,0,42,7,8,2,56.93,138
14,18.73,49.57,8,3,3,17,1,0,0,9,5,0,59.67,942
7,10.85,58.35,23,3,6,4,0,0,42,7,2,3,76.99,746
6,1.93,50.46,11,7,4,23,1,0,13,7,2,3,17.46,133
4,12.37,22.01,5,3,3,24,0,0,43,4,3,3,62.09,412
3,16.31,25.48,13,2,3,20,0,0,17,4,4,1,47.3,886
7,17.81,9.96,10,4,4,6,1,1,36,4,4,2,65.03,826
8,2.89,45.38,13,6,3,13,1,0,40,2,6,0,58.31,376
4,12.58,75.67,14,7,4,10,0,0,37,2,4,2,56.61,188
6,6.24,53.56,9,7,3,10,0,0,16,8,2,2,62.54,138
8,21.14,52.25,17,6,5,9,0,0,34,10,4,1,34.42,825
8,17.48,77.82,14,4,4,6,1,1,8,9,2,3,46.7,117
4,7.31,32.96,14,6,5,19,0,0,40,9,4,2,73.4,937
9,9.99,36.71,12,3,6,5,0,0,8,6,6,2,57.49,961
3,16.54,62.59,14,5,2,15,1,1,10,6,2,5,43.46,49
5,19.03,76.55,21,7,4,13,2,0,42,6,2,2,55.56,912
8,26.66,36.3,8,4,2,20,1,1,25,4,2,1,67.39,588
5,11.38,76.1,20,5,5,17,0,0,7,8,2,2,49.07,622
7,16.23,56.18,9,5,1,18,0,0,43,8,3,3,58.83,749
7,14.18,77.77,8,3,5,7,0,1,17,3,3,2,66.34,360
8,8.39,30.42,12,2,8,15,0,0,17,7,3,1,51.13,421
11,8.77,46.52,12,5,3,7,0,0,5,7,3,2,60.42,720
4,12.87,57.59,12,4,5,7,0,0,17,2,4,1,59.13,54
11,5.73,25.57,8,10,4,7,2,1,35,5,2,1,50.08,509
9,1.81,43.47,8,0,4,17,0,0,0,7,4,5,66.87,890
14,16.04,75.6,17,2,10,20,0,0,8,6,4,1,51.24,664
3,20.53,76.07,8,3,2,17,0,0,28,6,4,2,81.76,354
10,16.34,37.13,11,3,4,15,2,0,9,3,5,2,56.08,359
3,2.84,18.52,9,6,1,17,0,0,28,5,1,2,85.33,656
10,20.53,63.44,18,5,5,19,0,1,27,5,3,1,52.55,336
9,10.23,56.62,6,8,1,4,0,0,5,5,5,2,67.09,1174
12,7.11,72.3,6,4,4,5,0,0,16,11,1,0,86.84,709
4,7.49,37.51,12,6,4,6,0,0,24,2,5,2,70.9,276
4,9.8,45.08,21,4,7,21,0,0,14,6,4,5,58.58,849
9,19.42,51.8,6,5,4,20,0,0,13,4,2,3,87.56,553
9,14.33,94.8,7,8,1,9,0,0,2,6,1,2,69.56,164
10,6.54,58.23,10,10,5,16,1,0,6,4,3,3,88.92,421
8,3.95,36.21,7,8,8,6,1,0,23,4,4,0,67.5,890
10,12.7,5.0,11,5,1,16,0,0,16,4,1,3,61.3,1031
5,3.7,35.59,12,11,3,17,1,0,44,7,2,4,86.6,1180
8,11.9,51.51,10,7,3,12,0,0,19,5,4,2,69.71,1187
6,14.83,74.82,11,3,2,8,0,2,22,5,4,3,39.19,372
9,8.5,48.33,6,2,5,7,0,0,20,6,2,0,38.6,282
7,15.21,52.69,9,5,3,20,0,1,11,5,4,1,64.76,1001
3,15.03,50.46,14,6,3,13,0,0,5,4,2,2,66.95,577
10,3.08,18.33,4,6,4,15,1,0,36,5,2,2,77.97,579
8,22.42,49.54,10,6,9,3,0,0,21,8,3,3,54.2,342
5,6.89,39.83,18,4,1,21,0,0,39,3,3,2,71.57,383
11,12.03,42.71,8,2,6,23,1,0,23,9,4,1,78.92,1048
3,8.05,56.48,14,3,2,9,0,0,20,8,2,2,67.27,1168
7,30.77,67.85,12,6,5,20,1,1,34,5,3,2,74.73,435
9,12.02,43.9,10,8,4,9,1,0,43,7,0,0,59.19,1125
5,9.88,33.15,12,7,4,6,0,0,31,8,2,2,73.31,71
10,8.31,39.66,8,9,7,7,0,0,9,1,4,1,59.39,533
12,4.64,68.56,6,1,5,19,0,1,21,7,4,6,70.33,30
10,15.37,5.0,12,8,2,19,0,0,40,8,4,3,71.12,625
6,13.57,46.62,8,4,6,4,1,0,31,9,3,5,54.37,950
9,3.68,72.94,7,7,2,22,0,0,19,5,7,2,53.04,569
11,8.23,39.81,7,5,4,17,0,0,37,6,3,1,67.63,506
11,16.56,13.64,12,3,3,19,0,0,41,6,4,0,57.09,480
6,2.07,14.95,9,2,5,24,0,0,19,11,5,2,64.0,123
5,29.99,58.86,15,5,7,10,0,0,34,6,2,1,98.89,983
13,7.94,36.58,11,9,2,12,1,0,36,6,1,0,69.36,73
7,4.53,57.63,15,4,3,14,0,0,28,3,6,0,79.35,501
9,2.44,58.51,8,5,9,11,0,0,32,10,5,0,52.58,832
8,9.13,69.8,12,6,2,11,3,1,40,1,1,2,80.09,68
11,7.94,38.37,14,8,6,21,2,0,40,4,2,4,85.6,413
8,5.74,73.95,13,3,3,8,0,0,21,7,5,2,69.27,101
9,7.76,13.91,9,4,5,5,0,0,23,6,3,4,71.4,335
5,19.47,55.66,12,6,3,5,0,0,2,6,4,0,52.91,836
11,7.07,15.49,16,7,4,12,1,0,28,4,1,5,73.61,850
11,5.48,49.85,10,5,3,8,0,0,3,3,2,1,38.22,42
6,7.04,21.08,14,6,4,15,0,0,32,5,4,2,61.78,809
6,18.57,75.88,9,10,1,22,2,0,11,11,8,2,80.41,809
6,25.17,26.09,9,1,5,19,0,0,30,5,0,0,67.02,773
7,12.14,43.94,14,2,5,21,0,1,1,2,5,1,71.0,83
11,12.6,13.43,4,6,2,9,0,0,28,4,2,0,46.98,474
10,14.78,49.64,17,9,5,3,1,0,39,7,2,1,76.25,1126
3,20.9,39.01,13,2,8,6,0,0,37,4,4,3,55.79,926
12,3.56,44.77,9,5,3,14,0,0,12,4,1,5,35.12,1103
9,7.61,18.93,12,8,2,15,0,0,1,3,5,1,65.01,1088
6,4.35,46.23,17,5,3,8,1,1,31,6,1,1,47.92,571
11,4.1,46.6,12,3,3,11,0,1,30,4,4,1,75.43,1112
3,12.47,5.0,15,5,7,20,1,0,37,11,2,3,76.32,554
7,26.03,53.2,13,3,6,24,0,0,24,8,3,3,58.73,1119
8,12.83,27.43,8,5,3,18,1,0,15,8,2,1,63.89,384
10,6.26,39.65,13,6,5,21,0,1,1,6,1,2,78.28,106
8,14.82,56.5,11,7,2,14,1,0,21,4,3,1,64.48,1080
7,9.56,45.65,15,2,6,6,0,0,11,5,3,1,45.38,673
9,4.18,52.23,11,4,4,14,0,0,4,4,2,1,60.16,657
4,9.87,55.61,13,5,3,22,1,0,25,4,4,1,54.53,1110
5,6.2,34.67,9,3,4,14,0,0,6,5,2,0,46.06,148
7,2.92,80.31,16,5,3,19,0,0,15,9,0,6,65.07,539
4,6.73,46.37,12,3,5,4,1,0,34,7,4,3,57.02,897
8,13.22,69.24,14,4,6,7,0,0,22,4,4,3,65.68,305
4,12.42,19.55,8,9,7,6,0,0,2,5,3,1,30.54,1166
12,8.73,40.21,15,5,4,17,0,0,33,2,2,1,81.72,14
6,6.52,52.49,13,6,1,8,1,1,12,3,5,0,46.89,562
7,4.9,85.69,14,3,3,23,0,1,31,2,3,1,48.81,51
4,14.48,40.1,15,8,5,16,0,0,15,5,3,3,78.51,796
3,8.58,21.02,9,8,4,4,1,0,37,2,4,5,70.87,312
10,7.75,75.23,14,5,1,9,0,0,34,3,2,1,60.9,1062
5,6.32,60.63,14,6,3,16,0,0,22,8,2,2,51.87,937
17,8.22,25.52,16,4,6,6,1,0,3,11,3,2,56.6,741
8,5.75,5.0,11,9,5,9,1,0,15,2,2,3,49.91,595
8,10.13,52.98,10,8,3,10,0,0,13,6,2,3,48.7,1025
8,8.92,18.61,12,6,3,6,0,0,4,8,1,2,69.92,49
4,5.16,49.39,10,6,5,10,0,0,8,9,2,3,63.95,1099
1,21.0,47.92,9,4,2,4,1,0,23,5,5,0,48.75,628
9,4.25,62.04,7,8,4,11,0,1,11,8,2,1,59.12,294
8,5.34,73.66,11,6,3,13,0,0,41,7,2,2,56.17,17
5,25.46,34.25,8,4,3,22,0,0,22,3,3,4,66.31,395
6,4.66,23.6,10,5,3,20,0,1,43,7,3,7,57.24,48
9,7.31,28.52,8,6,5,6,1,0,15,3,2,0,62.3,1088
13,5.37,85.1,12,4,5,10,1,1,25,6,2,0,48.1,617
9,23.5,21.07,6,7,2,8,0,0,33,5,4,4,51.28,337
9,19.25,8.0,13,6,3,21,0,1,11,6,3,1,52.49,53
3,5.51,65.44,11,10,3,17,0,0,41,2,6,1,71.33,739
13,7.36,31.25,14,7,2,24,0,0,22,4,2,2,88.98,586
7,4.94,59.51,9,4,3,8,1,0,14,2,2,0,100.0,1048
16,23.37,52.94,13,4,4,12,0,0,32,5,4,3,55.29,42
9,28.66,64.04,7,5,2,18,0,0,18,4,3,1,56.86,894
12,20.86,38.87,9,4,5,7,0,0,20,5,3,5,40.14,851
5,19.79,27.71,9,3,2,7,0,0,1,5,1,1,62.07,422
5,12.64,36.22,8,5,3,11,2,0,44,6,2,3,80.07,800
5,13.41,117.64,6,5,3,4,0,0,22,4,9,1,67.25,1163
3,11.53,42.92,8,5,3,24,0,0,2,8,4,1,58.26,1110
10,13.92,58.93,10,6,7,4,0,0,8,5,5,2,53.58,805
10,2.67,28.96,13,7,9,3,0,0,31,6,2,3,41.7,847
9,2.52,79.39,13,4,3,3,0,0,24,4,1,1,51.17,1090
11,10.48,54.17,12,3,2,18,0,0,40,6,3,1,77.49,1008
6,14.62,54.77,11,7,4,23,0,0,44,4,4,0,60.97,629
11,38.83,52.15,12,6,4,16,1,0,33,4,1,1,24.13,1133
7,11.32,66.33,6,4,3,5,0,0,29,6,7,3,85.8,949
7,13.59,26.45,11,6,2,23,0,0,2,6,1,1,77.13,729
6,7.67,49.68,13,2,2,4,1,0,28,4,0,2,94.6,327
8,8.89,41.36,12,8,5,4,0,0,5,6,2,3,70.98,143
11,14.45,19.11,13,5,3,23,0,0,5,2,2,2,77.27,771
9,1.76,45.84,10,7,4,12,0,0,20,7,3,3,56.06,1170
9,11.5,31.69,7,5,2,23,0,0,17,6,2,2,64.19,85
6,3.81,68.21,9,8,5,9,2,0,40,6,4,2,57.49,653
13,1.33,53.46,11,6,3,11,0,0,23,6,2,1,91.25,42
3,1.54,24.59,8,7,4,22,0,0,40,12,4,2,78.57,708
12,12.02,37.1,10,2,2,10,2,0,20,12,3,0,77.14,1007
10,15.97,24.49,6,4,4,11,0,0,18,5,3,0,78.64,256
6,6.44,37.78,13,4,5,24,1,0,43,6,4,2,59.96,386
4,2.11,31.33,14,5,2,5,1,0,13,11,5,0,51.36,813
4,19.46,42.34,14,5,2,21,1,0,31,7,1,1,53.36,1166
3,11.37,27.23,11,5,2,19,1,0,20,2,2,0,56.3,564
10,16.06,30.05,13,5,5,9,0,0,38,10,4,3,72.67,8
12,7.18,5.0,11,3,5,17,0,0,38,5,6,1,66.06,187
9,17.81,52.81,10,4,3,9,0,0,5,9,1,1,41.56,77
14,4.02,85.94,16,4,5,20,0,0,42,7,4,2,61.13,966
12,1.76,36.33,13,5,5,18,0,1,12,4,1,1,75.05,375
7,17.56,39.45,14,5,5,11,0,0,44,5,1,2,77.12,112
6,15.26,50.01,12,4,2,16,0,0,23,5,3,1,85.86,352
7,8.89,65.38,16,3,6,22,0,0,17,5,2,1,81.44,760
6,13.16,79.98,11,6,3,20,0,0,13,5,3,1,32.13,160
7,7.82,29.37,11,5,2,4,0,1,42,4,3,3,64.14,377
4,10.65,92.66,10,3,8,18,1,0,42,9,5,1,58.83,190
10,13.02,42.98,18,5,5,20,0,0,1,4,0,1,57.38,251
5,24.89,67.86,7,4,4,23,0,0,0,2,1,5,56.9,924
12,6.41,45.56,8,3,6,16,0,0,19,6,0,2,43.83,327
7,23.88,18.58,18,6,5,12,2,0,28,7,2,5,85.07,694
8,41.13,71.73,10,6,3,7,0,1,38,9,2,2,68.61,67
7,14.63,48.43,9,6,3,21,0,0,5,4,4,0,37.94,280
11,13.57,18.66,9,4,2,13,0,0,5,5,2,3,71.13,409
9,4.91,36.81,5,5,2,23,0,0,41,7,1,0,57.65,578
11,7.51,64.32,14,3,3,23,0,0,18,11,4,3,48.79,279
9,14.07,40.22,13,5,4,7,0,0,0,12,5,3,84.88,454
8,8.52,47.51,11,7,4,7,0,0,0,5,2,0,58.98,564
7,41.11,19.98,12,7,4,17,0,0,12,6,5,3,61.91,209
9,22.93,48.47,11,4,9,16,0,1,37,8,10,0,45.43,884
11,11.96,5.53,12,4,4,13,1,0,30,4,3,3,77.51,771
9,6.84,72.4,13,6,1,10,1,0,17,9,2,3,81.18,548
7,8.75,30.22,13,5,2,24,0,1,38,10,2,1,72.66,1108
14,17.26,90.63,13,3,3,14,0,0,2,13,3,2,49.07,778
7,8.87,49.45,6,1,3,19,0,1,28,8,0,1,57.79,820
7,6.09,52.11,9,2,7,23,0,0,19,7,4,2,76.28,976
15,21.15,63.15,13,5,6,23,0,1,13,6,3,1,36.1,722
12,2.84,32.08,10,10,3,12,1,0,22,1,2,2,93.07,789
9,22.69,47.77,14,4,4,17,1,1,9,7,6,5,83.83,349
8,10.44,27.44,19,3,4,4,0,0,12,7,3,3,65.39,1185
5,2.79,81.8,12,3,4,11,0,0,32,7,4,1,59.49,192
5,4.76,78.72,11,7,5,7,0,1,17,3,2,1,78.06,587
7,34.18,28.76,6,7,4,17,0,0,20,4,0,1,66.28,199
10,27.85,22.3,13,2,4,21,0,0,15,5,4,2,74.53,415
10,10.12,50.06,6,3,3,5,0,0,30,5,3,3,42.58,290
8,47.68,53.19,10,7,2,16,0,2,24,7,0,2,28.07,1193
8,20.77,30.11,11,6,7,8,0,0,9,4,1,2,77.28,160
14,3.5,19.59,9,4,8,23,0,1,24,9,3,1,36.7,601
7,7.75,49.12,8,6,6,13,1,1,44,10,3,1,68.15,262
4,8.5,45.17,15,3,3,12,0,0,41,6,4,2,82.0,706
6,19.02,31.65,16,8,5,11,0,1,4,10,3,2,69.46,751
9,2.06,53.96,13,7,3,22,1,0,37,7,5,4,75.98,791
9,16.78,66.9,21,5,0,9,1,0,36,5,1,1,62.19,301
6,11.12,47.71,15,7,4,5,1,2,19,5,2,1,72.53,1118
9,8.36,80.0,13,2,5,16,0,0,31,5,0,1,69.38,514
6,15.78,42.78,15,4,3,23,1,0,43,4,3,0,57.25,73
8,25.67,70.63,13,9,5,9,1,0,17,8,3,1,73.34,727
4,43.62,6.59,14,4,3,3,0,0,8,2,3,1,47.34,911
9,6.62,13.82,16,5,6,15,0,0,41,3,2,0,82.0,907
8,21.63,54.2,7,3,6,23,1,0,24,7,2,4,100.0,362
5,2.77,48.66,9,5,7,22,0,0,33,8,5,1,45.31,186
8,7.87,30.14,14,6,5,11,0,0,30,9,5,2,36.59,931
7,18.0,48.63,13,4,2,21,1,0,2,4,7,2,57.39,888
8,13.86,60.07,11,4,2,7,0,0,40,7,3,2,44.8,402
11,7.39,39.35,16,5,2,8,1,0,5,6,2,0,77.78,1078
8,3.86,60.44,9,4,4,9,0,0,27,8,5,2,59.7,705
6,4.08,51.26,12,6,3,20,0,0,39,5,2,0,53.26,468
6,11.16,58.62,11,6,8,4,2,0,1,5,3,1,59.23,657
7,2.59,30.04,12,1,2,17,1,0,0,7,0,2,44.6,1173
9,13.21,33.65,11,3,6,12,0,0,0,12,4,1,77.26,567
12,6.96,60.46,15,4,6,11,0,0,11,8,1,5,62.91,308
8,11.32,75.1,8,3,8,8,0,0,7,5,4,3,42.63,575
12,6.56,51.57,10,9,3,19,0,0,0,4,2,0,100.0,28
8,15.82,5.0,16,3,5,22,0,0,3,6,4,0,77.15,460
9,6.36,53.0,8,4,6,11,0,0,7,4,3,3,53.02,785
10,16.54,36.86,5,6,2,20,1,0,18,4,3,0,56.44,937
9,3.48,5.32,12,9,4,4,0,1,24,6,1,0,67.75,334
7,3.76,60.03,17,2,4,9,0,0,40,4,2,0,56.93,752
7,10.87,43.75,16,4,4,20,0,0,1,9,4,1,57.54,348
6,4.15,59.09,12,7,3,14,0,0,7,5,7,2,69.33,379
9,5.87,43.47,20,5,10,16,0,0,41,3,3,5,80.73,72
5,13.98,48.09,9,4,4,17,1,0,12,3,6,2,67.72,208
8,9.2,55.37,18,3,5,18,1,1,23,3,6,3,39.75,1191
7,8.02,16.32,14,5,4,11,0,1,16,6,2,4,68.57,384
